nom,artistes,année,popularité,durée_ms,tonalité,mode,signature_temps,acoustique,dansabilité,énergie,instrumentalité,vivacité,loudness,parlant,valence,tempo,album
Wrath,Freddie Dredd,2022,68,113547,2,1,4,0.0931,0.789,0.541,0.0281,0.137,-6.449,0.0733,0.732,149.229,Freddie's Inferno
YUKON (INTERLUDE),Joji,2022,69,141093,6,0,4,0.383,0.736,0.71,0.0351,0.395,-8.497,0.091,0.0728,82.482,SMITHEREENS
The Serpent and the Rainbow,"$uicideboy$, Germ",2022,65,177290,0,1,4,0.00147,0.78,0.78,0,0.472,-2.857,0.0858,0.446,118.014,DIRTIESTNASTIEST$UICIDE
Celestial,Ed Sheeran,2022,80,209027,2,1,4,0.0529,0.574,0.852,0,0.161,-1.248,0.0397,0.501,123.038,Celestial
BREAK MY SOUL,Beyoncé,2022,73,278282,1,0,4,0.0575,0.687,0.887,2.21e-06,0.27,-5.04,0.0826,0.853,114.941,BREAK MY SOUL
Where I Go (feat. H.E.R.),"NxWorries, Anderson .Paak, H.E.R., Knxwledge",2022,66,201027,1,0,4,0.735,0.62,0.396,0.000985,0.0976,-15.498,0.206,0.774,87.865,Where I Go (feat. H.E.R.)
Normal,Feid,2022,80,171880,4,0,4,0.034,0.709,0.56,0,0.315,-4.867,0.171,0.541,170.082,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM
I Guess It’s Fuck Me,Drake,2022,67,263988,7,1,4,0.499,0.385,0.34,1.2e-05,0.196,-11.754,0.051,0.0398,83.947,Her Loss
One Right Now (with The Weeknd),"Post Malone, The Weeknd",2022,71,192721,1,1,4,0.0363,0.682,0.764,0,0.103,-5.411,0.0477,0.701,97.023,Twelve Carat Toothache
Fall In Love Alone,Stacey Ryan,2022,80,205428,7,0,4,0.316,0.676,0.625,0.000119,0.127,-5.455,0.0711,0.522,171.883,Fall In Love Alone
Conceited,Flo Milli,2022,65,146441,8,1,4,0.0634,0.978,0.683,5.88e-05,0.523,-5.743,0.0981,0.419,118.041,Conceited
Sour Grapes,LE SSERAFIM,2022,73,196540,6,0,4,0.395,0.779,0.801,0,0.108,-5.564,0.0457,0.72,139.998,FEARLESS
VIRGO'S GROOVE,Beyoncé,2022,69,368758,11,0,4,0.0781,0.683,0.85,1.09e-06,0.741,-5.042,0.0699,0.598,107.988,RENAISSANCE
Mbappe,Eladio Carrion,2022,76,147692,7,1,4,0.548,0.712,0.684,0,0.168,-4.887,0.0512,0.513,130.038,SEN2 KBRN VOL. 2
House On Fire,Bailey Zimmerman,2022,64,220800,0,1,4,0.57,0.584,0.5,0,0.079,-8.167,0.0315,0.426,124.996,Leave The Light On
Last Night Lonely,Jon Pardi,2022,64,182161,6,1,4,0.00544,0.652,0.813,0,0.101,-2.842,0.0268,0.851,102.987,Mr. Saturday Night
"LOCK IT UP (feat. Yeat, midwxst & Matt Ox)","Whethan, midwxst, Yeat, Matt Ox",2022,66,183411,1,1,4,0.0114,0.741,0.787,0,0.261,-3.653,0.0373,0.296,122.978,MIDNIGHT
No L's,Smino,2022,65,175019,1,1,4,0.156,0.786,0.65,0,0.127,-6.472,0.31,0.492,130.993,Luv 4 Rent
New Perspective,Noah Kahan,2022,64,256871,5,1,4,0.264,0.685,0.522,1.31e-06,0.0837,-9.635,0.0415,0.509,156.529,Stick Season
Me Fui de Vacaciones,Bad Bunny,2022,76,180930,10,1,4,0.229,0.714,0.645,0.00083,0.0942,-5.493,0.0514,0.434,85.046,Un Verano Sin Ti
Sentosa,"Peso Pluma, Tornillo, Polo Gonzalez, Garena Free Fire",2022,73,151595,9,0,4,0.031,0.824,0.636,1.19e-06,0.0979,-6.677,0.294,0.672,174.072,Sentosa
2AM,SZA,2022,66,242823,9,0,4,0.438,0.504,0.267,0,0.141,-13.678,0.406,0.392,83.966,Ctrl (Deluxe)
THIQUE,Beyoncé,2022,68,244792,5,0,4,0.0616,0.823,0.536,0.0143,0.326,-10.123,0.319,0.537,128.955,RENAISSANCE
cómo dormiste?,Rels B,2022,82,112572,1,1,5,0.238,0.627,0.429,0,0.122,-8.255,0.234,0.565,126.426,cómo dormiste?
Show Me,Joey Bada$$,2022,67,220387,6,1,4,0.222,0.599,0.646,4.36e-06,0.128,-6.326,0.337,0.638,176.153,2000
Torpedo,Rae Sremmurd,2022,66,240968,11,0,4,0.000502,0.84,0.63,0.00136,0.128,-5.671,0.0579,0.14,123.994,Torpedo
Bustdown Rollie Avalanche,"Kai Cenat, NLE Choppa",2022,67,165744,1,1,4,0.00207,0.793,0.764,0,0.14,-4.536,0.253,0.219,139.155,Bustdown Rollie Avalanche
The Greatest Day of My Life,Zach Bryan,2022,64,238624,3,1,4,0.839,0.535,0.314,7.33e-05,0.104,-10.563,0.0491,0.301,150.065,The Greatest Day of My Life
Dutton Ranch Freestyle,David Morris,2022,64,143787,11,0,4,0.00395,0.834,0.651,5.18e-06,0.139,-5.844,0.0618,0.8,121.984,Dutton Ranch Freestyle
Understand,BoyWithUke,2022,71,171947,6,0,4,0.81,0.828,0.658,1.06e-06,0.277,-6.19,0.14,0.917,103.051,Serotonin Dreams
1AM FREESTYLE,Joji,2022,69,113067,0,0,4,0.748,0.615,0.541,0.00268,0.12,-6.307,0.0263,0.124,126.049,SMITHEREENS
Pink Venom,BLACKPINK,2022,72,186964,0,1,4,0.0202,0.798,0.697,0,0.259,-7.139,0.0891,0.745,90.031,Pink Venom
Ice Cream Truck,SugarHill Keem,2022,66,106728,6,0,4,0.105,0.752,0.647,1.57e-06,0.0943,-9.41,0.341,0.802,144.005,KING OF DRILL
Cabron Yo Puedo,Grupo Origen,2022,72,195895,2,0,3,0.594,0.636,0.48,0,0.0752,-5.919,0.101,0.884,178.924,Cabron Yo Puedo
By Your Side,Rod Wave,2022,64,194051,8,1,4,0.0345,0.649,0.508,3.59e-05,0.0736,-10.232,0.0959,0.405,157.975,Beautiful Mind
Belico El Asunto (En Vivo),"Codiciado, Grupo Arriesgado",2022,71,208680,5,1,3,0.805,0.761,0.477,0,0.163,-4.32,0.0514,0.967,112.276,Belico El Asunto (En Vivo)
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",2022,78,154487,2,1,4,0.619,0.881,0.592,1.32e-05,0.0901,-4.898,0.0324,0.719,101.058,CHARLIE
Astronomy,Conan Gray,2022,70,243907,4,0,3,0.578,0.474,0.343,2.65e-05,0.305,-8.571,0.027,0.152,145.115,Superache
El Fugitivo - En Vivo,Grupo Arriesgado,2022,71,178000,1,1,3,0.359,0.633,0.812,1.76e-06,0.228,-5.874,0.14,0.954,167.105,El Fugitivo (En Vivo)
"Going, Going, Gone - Acoustic",Luke Combs,2022,65,166101,6,1,4,0.901,0.408,0.306,0,0.114,-8.334,0.0413,0.323,168.066,"Going, Going, Gone (Acoustic)"
Miss You - Sped Up Version,"Oliver Tree, sped up nightcore",2022,75,171702,0,1,4,0.0141,0.527,0.66,0.0185,0.156,-10.692,0.0877,0.283,173.979,Miss You (Sped Up Version)
Can't Wait,SugarHill Keem,2022,65,102868,1,1,4,0.147,0.835,0.709,0,0.113,-10.193,0.377,0.698,140.102,KING OF DRILL
doomsday,Lizzy McAlpine,2022,66,268433,1,1,3,0.583,0.404,0.268,0,0.102,-9.631,0.0341,0.124,134.587,five seconds flat
Oh Caroline,The 1975,2022,71,212568,2,1,4,0.363,0.646,0.85,4.01e-05,0.0994,-5.466,0.0428,0.819,96.538,Being Funny In A Foreign Language
Before You,Benson Boone,2022,72,187941,8,0,3,0.15,0.269,0.373,0,0.129,-7.113,0.0371,0.321,202.899,Before You
Nail Tech,Jack Harlow,2022,68,206385,1,1,4,0.00508,0.677,0.557,8.36e-06,0.0984,-8.409,0.0694,0.1,150.127,Nail Tech
712PM,Future,2022,66,173187,5,0,4,0.0355,0.711,0.686,0,0.124,-6.409,0.271,0.536,146.971,I NEVER LIKED YOU
Fine,Kyle Hume,2022,66,150006,1,1,4,0.411,0.623,0.568,0,0.214,-4.537,0.0495,0.681,78.133,Fine
Backstage Passes (feat. Jack Harlow),"EST Gee, Jack Harlow",2022,65,158431,1,1,4,0.145,0.855,0.478,0,0.101,-8.31,0.345,0.536,153.074,I Never Felt Nun
Freaky Deaky,"Tyga, Doja Cat",2022,69,215281,2,0,4,0.019,0.799,0.653,0,0.0935,-5.453,0.037,0.236,104.019,Freaky Deaky
Start Nowhere,Sam Hunt,2022,64,193400,7,1,4,0.192,0.421,0.644,0,0.15,-3.904,0.0273,0.372,82.962,Start Nowhere
TOMBOY,(G)I-DLE,2022,75,174387,1,0,4,0.00988,0.755,0.87,0,0.0917,-2.414,0.0936,0.645,124.032,I NEVER DIE
Heyy,Lil Baby,2022,64,192727,7,1,5,0.00256,0.493,0.666,0,0.0797,-4.525,0.268,0.164,87.932,Heyy
C'est La Vie (with bbno$ & Rich Brian),"Yung Gravy, bbno$, Rich Brian",2022,67,160162,9,1,4,0.0566,0.888,0.778,0,0.0653,-3.671,0.0945,0.774,142.128,C'est La Vie
Up There Down Here,Jake Owen,2022,64,200400,4,1,4,0.234,0.517,0.901,0,0.317,-3.51,0.039,0.567,150.033,Up There Down Here
Happiest Year,Jaymes Young,2022,72,228443,1,1,3,0.885,0.502,0.168,0,0.111,-14.061,0.0486,0.355,112.881,Feel Something (Deluxe)
Everything She Ain’t,Hailey Whitters,2022,64,151973,2,1,4,0.175,0.796,0.621,0,0.274,-6.129,0.0346,0.808,121.904,Raised
Detox,Lil Baby,2022,67,161637,1,1,4,0.027,0.845,0.503,0,0.116,-7.021,0.334,0.416,147.031,Detox
$uicideboy$ Were Better In 2015,$uicideboy$,2022,64,143347,5,0,4,0.0301,0.883,0.822,1.7e-06,0.111,-4.029,0.108,0.327,110.024,"Sing Me a Lullaby, My Sweet Temptation"
Gasoline,"Nic D, Connor Price",2022,67,103236,11,1,4,0.194,0.668,0.541,0,0.201,-7.794,0.296,0.894,200.163,Gasoline
The View Between Villages,Noah Kahan,2022,64,215342,1,1,4,0.84,0.313,0.172,7.67e-05,0.0718,-13.905,0.0443,0.0489,153.069,Stick Season
Us Then,Zach Bryan,2022,63,166342,0,1,4,0.0664,0.587,0.683,1.01e-05,0.211,-4.622,0.0371,0.763,127.749,Summertime Blues
Walk,Kodak Black,2022,64,166039,8,1,4,0.037,0.817,0.512,0,0.216,-6.943,0.0984,0.17,130.04,Walk/Spin
Summertime Blues,Zach Bryan,2022,63,181239,1,1,4,0.794,0.552,0.411,3.5e-06,0.248,-7.946,0.0434,0.501,78.095,Summertime Blues
Give You the World,Steve Lacy,2022,65,273787,0,0,4,0.83,0.574,0.369,0.234,0.0976,-9.251,0.0262,0.41,73.013,Gemini Rights
Te Felicito,Gerardo Coronel,2022,75,224524,0,1,4,0.672,0.478,0.384,0,0.13,-5.03,0.0433,0.548,77.022,Te Felicito
Hot In It,"Tiësto, Charli XCX",2022,76,129817,7,1,4,0.00445,0.748,0.841,1.33e-06,0.0413,-5.08,0.177,0.717,123.045,Hot In It
#miles,skaiwater,2022,67,115138,8,0,4,0.489,0.39,0.305,0.0687,0.155,-13.392,0.0555,0.166,157.155,#miles
Last Time (feat. G Herbo),"A Boogie Wit da Hoodie, G Herbo",2022,65,179210,5,0,4,0.423,0.738,0.582,0,0.117,-7.196,0.167,0.696,97.025,Me vs. Myself
Wrapped Around Your Finger,Post Malone,2022,68,193565,2,1,4,0.0493,0.744,0.628,0,0.317,-5.435,0.0287,0.539,119.966,Twelve Carat Toothache
Hold My Hand,Lady Gaga,2022,74,225300,7,1,3,0.0387,0.519,0.617,0,0.401,-4.287,0.0313,0.222,147.708,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")"
Note to Self,Randy Houser,2022,64,195217,1,1,4,0.11,0.613,0.626,0.000914,0.112,-6.486,0.0332,0.188,84.984,Note To Self
vice city,XXXTENTACION,2022,68,220709,9,0,4,0.00596,0.853,0.467,0.00171,0.203,-6.843,0.195,0.329,87.023,vice city
Marisola - Remix,"Cris Mj, Duki, Nicki Nicole, Standly, Stars Music Chile",2022,85,237474,1,1,4,0.173,0.765,0.872,5.65e-06,0.0749,-5.863,0.0498,0.722,94.999,Marisola (Remix)
AVOID ME,KUTE,2022,74,105789,6,0,4,0.123,0.656,0.964,0.813,0.78,-2.087,0.0964,0.965,114.007,AVOID ME
maybe (feat. Bring Me The Horizon),"Machine Gun Kelly, Bring Me The Horizon",2022,70,170134,5,0,4,0.000735,0.601,0.92,0,0.0998,-4.802,0.0505,0.537,88.014,mainstream sellout
Habits,Genevieve Stokes,2022,71,136733,9,1,4,0.854,0.663,0.287,6.85e-06,0.346,-9.469,0.0344,0.438,82.457,Habits
I hope that you think of me,"Pity Party (Girls Club), Lucys",2022,67,128000,3,1,4,0.0625,0.845,0.455,6.41e-05,0.108,-9.857,0.045,0.65,105.0,Hard Times / Bad Trips
LOOSE CHANGE,Brent Faiyaz,2022,65,226011,1,0,4,0.753,0.574,0.369,0,0.147,-8.931,0.0814,0.44,84.975,WASTELAND
Jump Around - 30 Years Remaster,House Of Pain,2022,70,218547,4,0,4,0.0553,0.811,0.823,4.52e-06,0.158,-5.921,0.0423,0.827,106.929,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition]
In Constant Sorrow,$uicideboy$,2022,64,158517,6,1,4,0.113,0.707,0.672,1.03e-05,0.103,-6.186,0.0864,0.326,129.951,"Sing Me a Lullaby, My Sweet Temptation"
Bad Decisions (with BTS & Snoop Dogg),"benny blanco, BTS, Snoop Dogg",2022,76,172714,0,1,4,0.0185,0.762,0.861,0,0.264,-3.296,0.0955,0.955,120.048,Bad Decisions (with BTS & Snoop Dogg)
I Can't - Sped Up,Montana99,2022,67,121270,9,1,4,0.0525,0.574,0.597,0,0.112,-7.999,0.324,0.629,192.289,I Can't - Sped Up
Tishomingo,Zach Bryan,2022,63,188883,6,1,4,0.309,0.56,0.576,2.08e-05,0.0988,-6.92,0.03,0.478,133.491,American Heartbreak
Good Boy Gone Bad,TOMORROW X TOGETHER,2022,73,191038,1,1,4,0.0159,0.475,0.695,0,0.125,-5.919,0.102,0.552,100.009,minisode 2: Thursday's Child
Dead Opps,"DD Osama, Notti Osama",2022,64,130090,7,1,4,0.501,0.649,0.893,0,0.333,-7.616,0.782,0.388,145.865,Dead Opps
WFM,RealestK,2022,70,136000,1,1,4,0.72,0.437,0.184,0.00253,0.113,-17.667,0.0313,0.247,80.088,Dreams 2 Reality
One Day Tonight,Noah Thompson,2022,63,165509,1,1,4,0.334,0.62,0.524,0,0.161,-7.613,0.0294,0.599,108.87,One Day Tonight
Over Now,Kameron Marlowe,2022,63,221733,1,1,4,0.0813,0.561,0.764,0,0.108,-4.313,0.0432,0.356,117.058,We Were Cowboys
LA FAMA,"ROSALÍA, The Weeknd",2022,75,188107,0,0,4,0.947,0.766,0.295,4.44e-05,0.119,-7.893,0.0464,0.805,136.016,MOTOMAMI
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",2022,78,165753,0,1,4,0.0112,0.687,0.818,0,0.248,-4.221,0.0778,0.886,125.952,Deep Down (feat. Never Dull)
Dangerous State of Mind,Chri$tian Gate$,2022,66,115621,3,0,4,0.0563,0.697,0.874,0,0.103,-4.045,0.0992,0.712,150.047,Dangerous State of Mind
Los Cachos,"Piso 21, Manuel Turizo",2022,77,212304,0,1,4,0.108,0.774,0.73,0,0.194,-3.865,0.134,0.421,91.966,Los Cachos
Murda Musik (feat. Destroy Lonely),"Ken Carson, Destroy Lonely",2022,65,176578,1,1,4,0.0456,0.763,0.654,0,0.108,-7.042,0.229,0.334,156.085,X
Ya Me Entere - En Vivo,"De Parranda, Grupo Frontera",2022,69,222681,9,1,4,0.21,0.609,0.573,0,0.218,-8.514,0.0955,0.483,153.995,Ya Me Entere (En Vivo)
Como Jordan,Junior H,2022,75,225152,6,0,3,0.028,0.714,0.873,0,0.191,-2.39,0.0311,0.628,112.503,Mi Vida En Un Cigarro 2
Jigsaw,Key Glock,2022,64,153048,1,1,4,0.00296,0.75,0.714,0.000113,0.137,-9.032,0.134,0.254,160.036,PRE5L
Men On The Moon,Chelsea Cutler,2022,67,220798,8,1,4,0.0211,0.552,0.517,0.00612,0.152,-7.906,0.0245,0.105,79.512,Men On The Moon
G Nikes (feat. Polo G),"Nardo Wick, Polo G",2022,64,206968,1,1,4,0.0716,0.808,0.644,0,0.085,-6.167,0.329,0.512,151.098,Who is Nardo Wick?? (Deluxe)
I'm In Love With You,The 1975,2022,71,262624,2,1,4,0.169,0.668,0.902,8.74e-05,0.198,-3.924,0.0386,0.913,119.008,Being Funny In A Foreign Language
October Passed Me By,girl in red,2022,69,165592,0,1,4,0.761,0.445,0.367,0.075,0.0987,-13.086,0.0452,0.202,155.675,October Passed Me By
Acting Up,Big Moochie Grape,2022,65,116493,9,1,4,0.0721,0.827,0.652,0,0.111,-5.951,0.209,0.394,127.96,East Haiti Baby
Never Til Now (feat. Brett Young),"Ashley Cooke, Brett Young",2022,64,173534,10,1,4,0.75,0.382,0.408,0,0.127,-7.552,0.0407,0.128,77.063,Already Drank That Beer
Butter,BTS,2022,76,164952,8,1,4,0.00323,0.759,0.459,0,0.0788,-5.187,0.0948,0.695,109.997,Proof
FTCU (feat. GloRilla & Gangsta Boo),"Latto, GloRilla, Gangsta Boo",2022,64,145655,10,0,4,0.0369,0.894,0.633,0,0.178,-5.294,0.298,0.578,145.11,FTCU (feat. GloRilla & Gangsta Boo)
El Rayo,Asael gonzález,2022,71,218059,5,0,3,0.163,0.735,0.812,0,0.101,-7.97,0.0759,0.894,153.858,El Rayo
HANDSOMER (Remix) (Feat. Ktlyn),"Russ, Ktlyn",2022,64,143415,8,1,4,0.176,0.891,0.62,1.59e-06,0.103,-6.822,0.157,0.535,82.035,HANDSOMER (Remix) (Feat. Ktlyn)
Jupiter's Diary,Rod Wave,2022,63,147611,9,1,4,0.159,0.706,0.48,0.000108,0.314,-11.65,0.0827,0.232,162.004,Jupiter's Diary: 7 Day Theory
PURE/HONEY,Beyoncé,2022,69,288255,1,1,4,0.0122,0.857,0.558,4.8e-05,0.288,-7.888,0.134,0.453,123.973,RENAISSANCE
NIGHT RIDER,Joji,2022,68,127987,8,1,4,0.617,0.768,0.754,0.919,0.11,-6.713,0.141,0.0388,85.016,SMITHEREENS
ICU,Coco Jones,2022,64,241624,8,1,3,0.753,0.584,0.453,0,0.111,-6.682,0.0661,0.328,124.913,What I Didn't Tell You
Lifestyle,Homixide Gang,2022,64,137143,9,1,4,0.00455,0.727,0.792,0.000102,0.39,-6.094,0.232,0.516,144.054,Homixide Lifestyle
TRUCK BED,HARDY,2022,63,167535,0,1,4,0.0875,0.662,0.77,0,0.35,-4.887,0.0367,0.769,132.057,TRUCK BED
she's all i wanna be,Tate McRae,2022,71,206772,2,0,4,0.0134,0.614,0.644,7.07e-06,0.117,-5.372,0.0426,0.651,160.036,she's all i wanna be
ROLLING STONE,Brent Faiyaz,2022,65,162007,11,0,3,0.903,0.462,0.273,3.71e-05,0.101,-11.768,0.0622,0.334,141.33,WASTELAND
"You, Me, And Whiskey","Justin Moore, Priscilla Block",2022,63,187941,0,0,4,0.0803,0.555,0.88,0,0.174,-4.351,0.0535,0.422,144.076,"You, Me, And Whiskey"
If You Still Wit Me (feat. Lil Baby),"Finesse2tymes, Lil Baby",2022,64,128000,2,1,3,0.0906,0.519,0.766,0,0.287,-6.519,0.345,0.449,100.281,90 Days
Sunshine,"Tyga, Jhené Aiko, Pop Smoke",2022,69,188964,7,1,4,0.0267,0.746,0.647,0,0.052,-6.673,0.106,0.393,97.989,Sunshine
NEED A FAVOR,Jelly Roll,2022,63,197400,6,1,4,0.0123,0.504,0.771,1.89e-05,0.078,-4.231,0.0319,0.555,157.985,NEED A FAVOR
Y'all Life,Walker Hayes,2022,63,192053,2,1,4,0.0107,0.607,0.757,0,0.158,-6.778,0.0601,0.662,164.096,Y'all Life
Purple Hearts,"Kendrick Lamar, Summer Walker, Ghostface Killah",2022,67,329295,3,0,4,0.167,0.567,0.824,2.65e-06,0.149,-6.973,0.296,0.737,138.202,Mr. Morale & The Big Steppers
World Cup,IShowSpeed,2022,71,256706,1,1,3,0.181,0.41,0.82,0,0.679,-4.252,0.376,0.303,81.202,World Cup
Vapor,"Wisin & Yandel, Rauw Alejandro",2022,71,208895,11,0,4,0.066,0.803,0.779,2.23e-05,0.111,-4.449,0.0694,0.317,94.009,La Última Misión
Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),"Dreamville, JID, J. Cole, Kenny Mason, Sheck Wes",2022,65,309323,7,1,4,0.266,0.671,0.857,0,0.668,-5.435,0.292,0.597,118.574,D-Day: A Gangsta Grillz Mixtape
dirty dancer,Orion Sun,2022,66,169720,7,0,4,0.376,0.702,0.525,0.0667,0.119,-5.028,0.0313,0.515,113.856,dirty dancer
Marie,Sleepy Hallow,2022,67,182507,7,0,4,0.707,0.742,0.498,0,0.109,-6.121,0.0498,0.926,99.95,Marie
For My Hand (feat. Ed Sheeran),"Burna Boy, Ed Sheeran",2022,77,159124,9,1,4,0.161,0.87,0.479,0.000157,0.209,-7.779,0.165,0.717,104.059,"Love, Damini"
Enloquecido,Grupo Arriesgado,2022,71,212915,5,1,4,0.242,0.784,0.732,0,0.203,-6.006,0.0536,0.681,98.052,Enloquecido
Forever,Rod Wave,2022,62,214186,3,1,4,0.566,0.626,0.524,1.14e-05,0.103,-8.987,0.0411,0.451,129.996,Beautiful Mind
Memories,Conan Gray,2022,70,248819,11,1,4,0.00979,0.34,0.684,0,0.348,-6.306,0.044,0.556,112.969,Memories
Cabo,Koe Wetzel,2022,62,243797,4,0,4,0.0172,0.64,0.601,0,0.356,-7.172,0.0372,0.205,126.951,Hell Paso
morphine (da ways),redveil,2022,66,117072,11,1,4,0.178,0.389,0.693,0.000866,0.127,-6.537,0.235,0.513,80.882,learn 2 swim
U-Digg (feat. 42 Dugg & Veeze),"Lil Baby, 42 Dugg, Veeze",2022,63,235501,1,1,4,0.00253,0.824,0.583,0,0.266,-6.537,0.147,0.154,147.496,U-Digg (feat. 42 Dugg & Veeze)
Mas Que Amigos - En Vivo,Grupo Frontera,2022,68,187929,7,1,4,0.057,0.651,0.423,0,0.186,-11.99,0.0494,0.782,143.894,"En Vivo, Vol.1"
Anxiety,Megan Thee Stallion,2022,64,135867,8,0,4,0.233,0.951,0.766,0,0.118,-4.65,0.259,0.686,126.989,Traumazine
CRY,Parker Jack,2022,69,135419,1,1,4,0.836,0.676,0.481,1.02e-06,0.0982,-11.254,0.154,0.608,152.003,CRY
SUMMER RENAISSANCE,Beyoncé,2022,69,273998,1,1,4,0.0843,0.674,0.625,0.0015,0.11,-9.593,0.0514,0.208,120.004,RENAISSANCE
New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix,"Gorillaz, Tame Impala, Dom Dolla, Bootie Brown",2022,70,274142,4,0,4,0.012,0.716,0.897,0.262,0.325,-7.185,0.0629,0.358,127.03,New Gold (feat. Tame Impala and Bootie Brown) [Dom Dolla Remix]
Se Acabo - En Vivo,"Lenin Ramírez, Fuerza Regida, Banda Renovacion",2022,70,230000,2,1,4,0.515,0.593,0.364,0,0.348,-7.242,0.175,0.652,83.133,Se Acabo (En Vivo)
Stoned,Parker McCollum,2022,62,188291,9,1,4,0.028,0.512,0.615,0,0.352,-6.625,0.0393,0.476,123.979,Stoned
FOREVER (with 6LACK),"Jessie Reyez, 6LACK",2022,66,223160,2,0,4,0.543,0.815,0.606,2.03e-05,0.114,-4.496,0.0586,0.484,114.009,YESSIE
Afraid To Feel,LF SYSTEM,2022,78,177525,1,1,4,0.0166,0.578,0.912,0.00362,0.273,-3.929,0.114,0.68,127.87,Afraid To Feel
pg baby,redveil,2022,66,156800,10,0,4,0.0401,0.325,0.8,0,0.142,-8.719,0.486,0.885,80.628,learn 2 swim
Watermelon Moonshine,Lainey Wilson,2022,63,208853,1,1,4,0.47,0.739,0.413,2.51e-05,0.131,-6.709,0.0282,0.649,139.921,Bell Bottom Country
Fuentes De Ortiz,Julión Álvarez y su Norteño Banda,2022,75,213333,10,1,4,0.392,0.825,0.481,0,0.0971,-6.404,0.0372,0.961,119.985,"De Hoy En Adelante, Que Te Vaya Bien"
Candy,NCT DREAM,2022,75,217067,1,1,4,0.0538,0.65,0.964,0,0.245,-1.329,0.0348,0.836,120.008,Candy - Winter Special Mini Album
she's all i wanna be,Tate McRae,2022,70,207120,2,0,4,0.0129,0.602,0.626,9.02e-06,0.144,-5.323,0.0396,0.619,160.118,i used to think i could fly
Colorado,Reneé Rapp,2022,65,172846,5,1,4,0.0145,0.815,0.474,1.82e-05,0.154,-7.517,0.0417,0.559,120.025,Everything To Everyone
American Teenager,Ethel Cain,2022,66,258419,4,1,4,0.00305,0.415,0.748,0,0.0903,-5.008,0.0481,0.154,120.056,Preacher’s Daughter
Préstame Tu Corazón,Efecto Elegante,2022,69,182073,2,0,3,0.65,0.606,0.29,0,0.0809,-9.84,0.0378,0.643,144.583,Préstame Tu Corazón
Vienna,Matt Schuster,2022,63,189000,5,1,4,0.821,0.516,0.362,0,0.117,-8.689,0.0296,0.238,129.496,Vienna
Betty (Get Money),Yung Gravy,2022,65,145301,1,1,4,0.00416,0.735,0.783,2.23e-06,0.35,-6.577,0.0688,0.6,102.003,Marvelous
Birthday Cake,Dylan Conrique,2022,70,205280,3,1,4,0.955,0.436,0.255,3.28e-05,0.106,-8.623,0.0364,0.15,113.265,Birthday Cake
Mad Riches,Sonder,2022,65,116129,3,0,4,0.948,0.395,0.241,0.000418,0.117,-11.555,0.045,0.248,77.873,Too Late To Die Young
40s N 9s,DD Osama,2022,64,145607,11,0,4,0.279,0.8,0.65,0,0.0888,-9.954,0.388,0.341,159.954,40s N 9s
emails i can’t send,Sabrina Carpenter,2022,68,104408,7,1,3,0.757,0.515,0.387,0,0.622,-10.614,0.192,0.408,86.313,emails i can't send
Scopin,Kordhell,2022,75,101633,8,1,4,0.065,0.809,0.972,0.12,0.0311,-1.653,0.0616,0.641,98.013,Scopin
Delincuente,"Tokischa, Anuel AA, Ñengo Flow",2022,75,226491,2,1,4,0.0576,0.798,0.71,0.025,0.4,-3.39,0.0973,0.662,97.875,Delincuente
WARNING - Sped Up,MC ORSEN,2022,74,108672,8,1,4,0.0144,0.768,0.858,0.861,0.0829,-4.629,0.0767,0.522,143.56,WARNING (Sped Up)
feelz,Lil Peep,2022,65,145267,10,1,4,0.0379,0.746,0.856,0,0.264,-6.278,0.0645,0.93,147.626,feelz
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2022,76,206071,8,1,4,0.182,0.756,0.697,0,0.333,-6.377,0.0401,0.956,94.996,Familia
HOT,SEVENTEEN,2022,73,197587,5,0,4,0.0539,0.765,0.777,2.58e-06,0.338,-4.376,0.0399,0.64,111.944,SEVENTEEN 4th Album 'Face the Sun'
Nothing Even Matters,SiR,2022,64,219130,4,0,4,0.46,0.545,0.768,0,0.118,-5.249,0.269,0.557,115.052,Nothing Even Matters
En El Radio Un Cochinero,Victor Cibrian,2022,72,223431,6,0,3,0.466,0.696,0.623,8.61e-06,0.0983,-8.738,0.0438,0.965,154.028,En El Radio Un Cochinero
Stand On It,Lil Baby,2022,64,166889,11,0,4,0.0325,0.728,0.496,0,0.0916,-7.298,0.127,0.214,86.468,It's Only Me
Buddy,"Connor Price, Hoodie Allen",2022,66,117940,6,0,4,0.204,0.914,0.506,0,0.103,-5.373,0.223,0.428,140.015,Buddy
NEVEREVER,Destroy Lonely,2022,65,144000,8,1,4,0.0452,0.784,0.538,0,0.112,-6.952,0.177,0.326,140.115,NS+ (ULTRA)
